<<<<<<< HEAD
SampleSession,0000069,3,Betty Lane,09/01/2006,WLL - Abra Suite Payroll,21010,AbraPay,-000000000859.94
SampleSession,0000069,3,Betty Lane,09/01/2006,WLL - Abra Suite Payroll,21030,AbraPay,-000000000065.25
SampleSession,0000069,3,Betty Lane,09/01/2006,WLL - Abra Suite Payroll,21030,AbraPay,-000000000065.25
SampleSession,0000069,3,Betty Lane,09/01/2006,WLL - Abra Suite Payroll,50001,AbraPay,0000000004500.00
SampleSession,0000069,3,Betty Lane,09/01/2006,WLL - Abra Suite Payroll,51030,AbraPay,0000000000065.25
SampleSession,0000070,2,Kate Santana,09/01/2006,WLL - Abra Suite Payroll,21010,AbraPay,-000000001351.89
SampleSession,0000070,2,Kate Santana,09/01/2006,WLL - Abra Suite Payroll,21030,AbraPay,-000000000072.50
SampleSession,0000070,2,Kate Santana,09/01/2006,WLL - Abra Suite Payroll,21030,AbraPay,-000000000072.50
SampleSession,0000070,2,Kate Santana,09/01/2006,WLL - Abra Suite Payroll,21150,AbraPay,-000000000750.00
SampleSession,0000070,2,Kate Santana,09/01/2006,WLL - Abra Suite Payroll,21150,AbraPay,-000000000300.00
SampleSession,0000070,2,Kate Santana,09/01/2006,WLL - Abra Suite Payroll,50001,AbraPay,0000000005000.00
SampleSession,0000070,2,Kate Santana,09/01/2006,WLL - Abra Suite Payroll,51030,AbraPay,0000000000072.50
SampleSession,0000070,2,Kate Santana,09/01/2006,WLL - Abra Suite Payroll,51150,AbraPay,0000000000300.00
SampleSession,0000071,4,Tommy Trenton,09/01/2006,WLL - Abra Suite Payroll,21010,AbraPay,-000000002637.44
SampleSession,0000071,4,Tommy Trenton,09/01/2006,WLL - Abra Suite Payroll,21030,AbraPay,-000000000145.00
SampleSession,0000071,4,Tommy Trenton,09/01/2006,WLL - Abra Suite Payroll,21030,AbraPay,-000000000145.00
SampleSession,0000071,4,Tommy Trenton,09/01/2006,WLL - Abra Suite Payroll,50001,AbraPay,0000000010000.00
SampleSession,0000071,4,Tommy Trenton,09/01/2006,WLL - Abra Suite Payroll,51030,AbraPay,0000000000145.00
=======
SampleSession,0000069,3,Betty Lane,09/01/2006,WLL - Abra Suite Payroll,21010,AbraPay,-000000000859.94
SampleSession,0000069,3,Betty Lane,09/01/2006,WLL - Abra Suite Payroll,21030,AbraPay,-000000000065.25
SampleSession,0000069,3,Betty Lane,09/01/2006,WLL - Abra Suite Payroll,21030,AbraPay,-000000000065.25
SampleSession,0000069,3,Betty Lane,09/01/2006,WLL - Abra Suite Payroll,50001,AbraPay,0000000004500.00
SampleSession,0000069,3,Betty Lane,09/01/2006,WLL - Abra Suite Payroll,51030,AbraPay,0000000000065.25
SampleSession,0000070,2,Kate Santana,09/01/2006,WLL - Abra Suite Payroll,21010,AbraPay,-000000001351.89
SampleSession,0000070,2,Kate Santana,09/01/2006,WLL - Abra Suite Payroll,21030,AbraPay,-000000000072.50
SampleSession,0000070,2,Kate Santana,09/01/2006,WLL - Abra Suite Payroll,21030,AbraPay,-000000000072.50
SampleSession,0000070,2,Kate Santana,09/01/2006,WLL - Abra Suite Payroll,21150,AbraPay,-000000000750.00
SampleSession,0000070,2,Kate Santana,09/01/2006,WLL - Abra Suite Payroll,21150,AbraPay,-000000000300.00
SampleSession,0000070,2,Kate Santana,09/01/2006,WLL - Abra Suite Payroll,50001,AbraPay,0000000005000.00
SampleSession,0000070,2,Kate Santana,09/01/2006,WLL - Abra Suite Payroll,51030,AbraPay,0000000000072.50
SampleSession,0000070,2,Kate Santana,09/01/2006,WLL - Abra Suite Payroll,51150,AbraPay,0000000000300.00
SampleSession,0000071,4,Tommy Trenton,09/01/2006,WLL - Abra Suite Payroll,21010,AbraPay,-000000002637.44
SampleSession,0000071,4,Tommy Trenton,09/01/2006,WLL - Abra Suite Payroll,21030,AbraPay,-000000000145.00
SampleSession,0000071,4,Tommy Trenton,09/01/2006,WLL - Abra Suite Payroll,21030,AbraPay,-000000000145.00
SampleSession,0000071,4,Tommy Trenton,09/01/2006,WLL - Abra Suite Payroll,50001,AbraPay,0000000010000.00
SampleSession,0000071,4,Tommy Trenton,09/01/2006,WLL - Abra Suite Payroll,51030,AbraPay,0000000000145.00
>>>>>>> branch 'master' of https://github.com/ethanhort/PayrollBridge.git
