<<<<<<< HEAD
12/04/05,CPDIST,2.00,2200101101,,-19.16
12/04/05,CPDIST,2.00,45001011011011011,,-8.00
12/04/05,CPDIST,1.00,45001011011011011,,-4.40
12/04/05,CPDIST,5.00,45001011011011011,,-129.42
12/04/05,CPDIST,9.00,45001011011011011,,-77.07
12/04/05,CPDIST,17.00,45001011011011011,,-141.92
12/04/05,CPDIST,1.00,1100101101,,77.23
12/04/05,CPDIST,9.00,1690001101,,108.24
12/04/05,CPDIST,14.00,1690001101,,194.50
12/04/05,CPDIST,10.00,1690001101,,-59.48
12/04/05,CPDIST,19.00,1690001101,,-115.93
12/04/05,CPDIST,5.00,45001011011011011,,36.00
12/04/05,CPDIST,9.00,45001011011011011,,51.48
12/04/05,CPDIST,15.00,45001011011011011,,87.93
12/05/05,CPDIST,2.00,2200101101,,-29.48
12/05/05,CPDIST,3.00,2200101101,,-26.50
12/05/05,CPDIST,5.00,45001011011011011,,-29.75
12/05/05,CPDIST,4.00,45001011011011011,,-370.95
12/05/05,CPDIST,11.00,45001011011011011,,-63.04
12/05/05,CPDIST,11.00,45001011011011011,,-97.40
12/05/05,CPDIST,1.00,1100101101,,53.00
12/05/05,CPDIST,16.00,1690001101,,124.64
12/05/05,CPDIST,12.00,1690001101,,439.48
12/05/05,CPDIST,1.00,1690001101,,100.00
12/05/05,CPDIST,1.00,1690001101,,-100.00
12/05/05,CPDIST,11.00,1690001101,,-40.38
12/05/05,CPDIST,15.00,1690001101,,-134.69
12/05/05,CPDIST,1.00,2200101101,,10.00
12/05/05,CPDIST,4.00,45001011011011011,,78.00
12/05/05,CPDIST,10.00,45001011011011011,,36.38
12/05/05,CPDIST,11.00,45001011011011011,,50.69
=======
12/04/05,CPDIST,2.00,2200101101,,-19.16
12/04/05,CPDIST,2.00,45001011011011011,,-8.00
12/04/05,CPDIST,1.00,45001011011011011,,-4.40
12/04/05,CPDIST,5.00,45001011011011011,,-129.42
12/04/05,CPDIST,9.00,45001011011011011,,-77.07
12/04/05,CPDIST,17.00,45001011011011011,,-141.92
12/04/05,CPDIST,1.00,1100101101,,77.23
12/04/05,CPDIST,9.00,1690001101,,108.24
12/04/05,CPDIST,14.00,1690001101,,194.50
12/04/05,CPDIST,10.00,1690001101,,-59.48
12/04/05,CPDIST,19.00,1690001101,,-115.93
12/04/05,CPDIST,5.00,45001011011011011,,36.00
12/04/05,CPDIST,9.00,45001011011011011,,51.48
12/04/05,CPDIST,15.00,45001011011011011,,87.93
12/05/05,CPDIST,2.00,2200101101,,-29.48
12/05/05,CPDIST,3.00,2200101101,,-26.50
12/05/05,CPDIST,5.00,45001011011011011,,-29.75
12/05/05,CPDIST,4.00,45001011011011011,,-370.95
12/05/05,CPDIST,11.00,45001011011011011,,-63.04
12/05/05,CPDIST,11.00,45001011011011011,,-97.40
12/05/05,CPDIST,1.00,1100101101,,53.00
12/05/05,CPDIST,16.00,1690001101,,124.64
12/05/05,CPDIST,12.00,1690001101,,439.48
12/05/05,CPDIST,1.00,1690001101,,100.00
12/05/05,CPDIST,1.00,1690001101,,-100.00
12/05/05,CPDIST,11.00,1690001101,,-40.38
12/05/05,CPDIST,15.00,1690001101,,-134.69
12/05/05,CPDIST,1.00,2200101101,,10.00
12/05/05,CPDIST,4.00,45001011011011011,,78.00
12/05/05,CPDIST,10.00,45001011011011011,,36.38
12/05/05,CPDIST,11.00,45001011011011011,,50.69
>>>>>>> branch 'master' of https://github.com/ethanhort/PayrollBridge.git
