<<<<<<< HEAD
"1","01101400011011011","0002",9/30/05 0:00:00,($1566.00),"ME Summary",0,0,"093001ME","I","Ssituact"
"1","01101400011011011","0001",9/30/05 0:00:00,$5461.27,"ME Summary",0,0,"093001ME","I","Ssituact"
"1","01101400011011011","0001",9/30/05 0:00:00,$191.50,"ME Summary",0,0,"093001ME","I","Ssituact"
"1","01101400011011011","0003",9/30/05 0:00:00,$6835.77,"ME Summary",0,0,"093001ME","I","Ssituact"
=======
"1","01101400011011011","0002",9/30/05 0:00:00,($1566.00),"ME Summary",0,0,"093001ME","I","Ssituact"
"1","01101400011011011","0001",9/30/05 0:00:00,$5461.27,"ME Summary",0,0,"093001ME","I","Ssituact"
"1","01101400011011011","0001",9/30/05 0:00:00,$191.50,"ME Summary",0,0,"093001ME","I","Ssituact"
"1","01101400011011011","0003",9/30/05 0:00:00,$6835.77,"ME Summary",0,0,"093001ME","I","Ssituact"
>>>>>>> branch 'master' of https://github.com/ethanhort/PayrollBridge.git
